problem,num_obj,iteration,num_gens,reference_point,iRVEA_R_IGD,iNSGAIII_R_IGD,iRVEA_R_HV,iNSGAIII_R_HV
DTLZ1,3,1,100,[0.         0.67958275 2.71833101],0.565949608299359,0.5634468799595197,8.348729252688443,8.447983325794853
DTLZ1,3,2,100,[0.         0.         1.01941689],0.5518290934594773,0.5518956548865351,8.065831332654556,8.062562424280092
DTLZ1,3,3,100,[0.        1.0066093 0.       ],0.5519396166489489,0.5519143503161622,8.07997469939335,8.060128623037127
DTLZ1,3,4,100,[0.30639683 0.10213228 0.10213228],0.594856786333997,0.59328268642662,8.790615449234602,8.688366992693213
DTLZ1,3,5,100,[0.         0.41553412 0.        ],0.5531564665464619,0.5530988292095168,8.020915152351355,8.031531676197014
DTLZ1,3,6,100,[0.         0.41537467 0.        ],0.5530241516654524,0.553096336534536,8.024015555572483,8.031494883374833
DTLZ1,3,7,100,[0.         0.41372663 0.        ],0.5530294796279457,0.5531520597164121,8.02432442619649,8.02516641195706
DTLZ2,3,1,100,[3.75944491e-33 1.00602549e+00 0.00000000e+00],0.00886489981908381,0.007824119925969894,8.079970731209217,8.06112063644652
DTLZ2,3,2,100,[0.97223583 0.24305896 0.        ],0.06631477367596142,0.0578277060614853,8.282507542960301,8.385980874132326
DTLZ2,3,3,100,[1.00010436 0.         0.        ],0.00886193288260658,0.006580858629969535,8.08005125829417,8.059460676999413
DTLZ2,3,4,100,[3.75027841e-33 0.00000000e+00 1.00007247e+00],0.008876324210455172,0.006454006122331381,8.079856466030268,8.060313831827752
DTLZ2,3,5,100,[0.9702262  0.24255655 0.        ],0.06554823643183497,0.06616713624716765,8.216597808240389,8.23188572650989
DTLZ2,3,6,100,[0.97019249 0.24254812 0.        ],0.0652351989912282,0.06997212578478414,8.21566977604971,8.23083950601375
DTLZ2,3,7,100,[0.97019249 0.24254812 0.        ],0.06531709264224637,0.0668622264085034,8.215889442003183,8.238656645974787
DTLZ3,3,1,100,[2.36582169e-32 3.26695352e+00 4.90043029e+00],0.007271085445582867,0.0321394150311908,8.7694612679471,8.828889622802745
DTLZ3,3,2,100,[0.9709711  0.64731407 0.        ],0.006377978975355113,0.009224116045805647,8.847124213844722,8.772491417543597
DTLZ3,3,3,100,[9.55954610e-33 1.03287537e+00 0.00000000e+00],0.008626089390375624,0.0067444041270183115,8.078948527343925,8.060891385456726
DTLZ3,3,4,100,[1.03069942 0.         0.        ],0.009398828629410274,0.00698080282696546,8.078357746767953,8.058307009283595
DTLZ3,3,5,100,[0.85769701 0.571798   0.        ],0.005876172519253848,0.009319833477086792,8.62790411538066,8.636993931486293
DTLZ3,3,6,100,[0.84053821 0.5603588  0.        ],0.0061048055867773815,0.01080818585761832,8.61988513329728,8.636678971529992
DTLZ3,3,7,100,[0.83351718 0.55567812 0.        ],0.006071810074171172,0.010193659704425265,8.619548639276344,8.634272238078937
DTLZ4,3,1,100,[1.03558503e-20 1.00179047e+00 0.00000000e+00],0.023118565635192673,0.0062210335459862865,7.946809417982356,8.060430065471975
DTLZ4,3,2,100,[3.74998271e-33 3.47690881e-17 1.00015556e+00],0.008795904901760004,0.00661253312564295,8.080415363697485,8.060303891601686
DTLZ4,3,3,100,[1.00089921e+00 1.73062743e-21 0.00000000e+00],0.02319517718039816,0.006953609608239424,7.947703818970073,8.059258669240704
DTLZ4,3,4,100,[0.66741456 0.66741456 0.33370728],0.05125084276286088,0.019739690190335675,8.925154092548121,8.93687848903092
DTLZ4,3,5,100,[0.66698834 0.33349417 0.66698834],0.0511474405815223,0.018843001885660897,8.654500579179135,8.89104897138882
DTLZ4,3,6,100,[0.66670591 0.33335296 0.66670591],0.05091181983359863,0.019793509588488422,8.654922105642815,8.905186768243336
DTLZ4,3,7,100,[0.66670591 0.33335296 0.66670591],0.051821645240396896,0.018638210778298466,8.703411241611773,8.902823971419476
DTLZ1,4,1,100,[0.         0.         3.44815235 2.29876823],0.758938291511182,0.7946406160794062,,
DTLZ1,4,2,100,[0.         0.         0.         2.12918644],0.5588456083805695,0.5588643372278275,,
DTLZ1,4,3,100,[0.         0.         0.59043015 0.88564523],0.6399878220434327,0.6464681358514629,,
DTLZ1,4,4,100,[0.         0.         0.         0.52971408],0.5588071525558053,0.5587563294049849,,
DTLZ1,4,5,100,[0.         0.         0.17703109 0.26554663],0.6463864576647731,0.6409763384364757,,
DTLZ1,4,6,100,[0.         0.         0.17703109 0.26554663],0.6423955433289612,0.6423144777674922,,
DTLZ1,4,7,100,[0.         0.         0.16871712 0.25307568],0.6455287047093374,0.6386287194230056,,
DTLZ2,4,1,100,[3.52288059e-17 9.12114556e-01 3.04038185e-01 3.04038185e-01],0.06297755536348669,0.021958993231121837,,
DTLZ2,4,2,100,[0.3031383 0.        0.3031383 0.9094149],0.25377911701837447,0.0505151680110318,,
DTLZ2,4,3,100,[2.65456219e-19 3.02100322e-01 3.02100322e-01 9.06300966e-01],0.25377911701837447,0.053384622256758454,,
DTLZ2,4,4,100,[6.15612812e-20 5.55723709e-01 8.33585564e-01 0.00000000e+00],0.3333267139306052,0.016867393001824826,,
DTLZ2,4,5,100,[2.51457337e-33 9.05395918e-01 3.01798639e-01 3.01798639e-01],0.06311281042254302,0.05330499546842814,,
DTLZ2,4,6,100,[2.51457337e-33 9.04728116e-01 3.01576039e-01 3.01576039e-01],0.06405625612152271,0.05206588953180409,,
DTLZ2,4,7,100,[2.51457337e-33 9.04637172e-01 3.01545724e-01 3.01545724e-01],0.06433985384376391,0.05412189674949456,,
DTLZ3,4,1,100,[ 5.89548801  5.89548801 11.79097602  5.89548801],0.3034433508544955,0.5094958446748974,,
DTLZ3,4,2,100,[5.31404763e-48 0.00000000e+00 1.26626054e+00 1.89939081e+00],0.033001749363667815,0.01968187761218422,,
DTLZ3,4,3,100,[5.31404763e-48 0.00000000e+00 2.46803040e-01 9.87212159e-01],0.08922677597094412,0.06147794502944154,,
DTLZ3,4,4,100,[5.31404763e-48 1.02541219e+00 0.00000000e+00 0.00000000e+00],0.009723557283007217,0.00257491880349704,,
DTLZ3,4,5,100,[5.31404763e-48 0.00000000e+00 5.59987819e-01 8.39981728e-01],0.3333267139306052,0.018847397508737703,,
DTLZ3,4,6,100,[5.31404763e-48 0.00000000e+00 5.59017273e-01 8.38525910e-01],0.3333267139306052,0.018251797208856634,,
DTLZ3,4,7,100,[5.31404763e-48 0.00000000e+00 5.58034816e-01 8.37052223e-01],0.3333267139306052,0.04549147515722598,,
DTLZ4,4,1,100,[3.30817377e-17 1.00511116e+00 0.00000000e+00 0.00000000e+00],0.055482413876029806,0.002944773950019367,,
DTLZ4,4,2,100,[0.31280505 0.93841516 0.31280505 0.        ],0.06407590505341322,0.0583787118025168,,
DTLZ4,4,3,100,[0.67051672 0.67051672 0.33525836 0.        ],0.035489417543461126,0.0387518420696604,,
DTLZ4,4,4,100,[0.55857599 0.83786398 0.         0.        ],0.03142879518463849,0.016463207402200263,,
DTLZ4,4,5,100,[0.66686484 0.66686484 0.33343242 0.        ],0.035969517053342066,0.03796504154711792,,
DTLZ4,4,6,100,[0.66681701 0.66681701 0.3334085  0.        ],0.03708647005504678,0.03780163023412687,,
DTLZ4,4,7,100,[0.66674313 0.66674313 0.33337156 0.        ],0.037141510845762386,0.03732285032305309,,
DTLZ1,5,1,100,[ 0.          0.          0.          0.         16.11938831],0.5635771765745026,0.5646559405014193,,
DTLZ1,5,2,100,[0.         0.         0.         1.3622953  0.90819687],0.7654662134456649,0.8574143704628107,,
